exp,prod,sum,const,nodes,unique_feats,filename,algo
594,225,226,1278,2323,681,COIL20_old/15/COIL20-0.022225005123332864-31.0.tree,OLD
1327,509,568,2958,5362,954,COIL20_old/15/COIL20-0.012221931123779617-80.0.tree,OLD
1401,530,581,3098,5610,966,COIL20_old/15/COIL20-0.010333039906102681-95.0.tree,OLD
1393,530,582,3066,5571,962,COIL20_old/15/COIL20-0.011670800264551584-83.0.tree,OLD
1302,505,557,2895,5259,941,COIL20_old/15/COIL20-0.013648103901185593-69.0.tree,OLD
1292,502,553,2870,5217,946,COIL20_old/15/COIL20-0.01331287493479355-73.0.tree,OLD
639,265,274,1499,2677,719,COIL20_old/15/COIL20-0.030763504638944894-6.0.tree,OLD
1304,506,557,2898,5265,942,COIL20_old/15/COIL20-0.013563103155972867-71.0.tree,OLD
1304,506,557,2897,5264,941,COIL20_old/15/COIL20-0.013647614855802404-70.0.tree,OLD
1127,444,492,2551,4614,911,COIL20_old/15/COIL20-0.020633721309337383-46.0.tree,OLD
1308,506,560,2906,5280,941,COIL20_old/15/COIL20-0.014055862955510812-67.0.tree,OLD
1397,530,583,3074,5584,962,COIL20_old/15/COIL20-0.011513653681346714-84.0.tree,OLD
1385,529,579,3062,5555,962,COIL20_old/15/COIL20-0.011129031131231648-87.0.tree,OLD
1127,444,492,2550,4613,911,COIL20_old/15/COIL20-0.02109365684849901-45.0.tree,OLD
1230,472,537,2742,4981,926,COIL20_old/15/COIL20-0.014436468347120479-65.0.tree,OLD
588,187,207,1249,2231,696,COIL20_old/3/COIL20-0.014377806188985098-60.0.tree,OLD
499,174,194,1102,1969,666,COIL20_old/3/COIL20-0.02132914384454887-42.0.tree,OLD
529,163,197,1117,2006,657,COIL20_old/3/COIL20-0.01877807353379507-48.0.tree,OLD
581,193,198,1237,2209,701,COIL20_old/3/COIL20-0.012762629014829552-70.0.tree,OLD
579,193,197,1229,2198,696,COIL20_old/3/COIL20-0.01335876369327016-66.0.tree,OLD
495,168,190,1081,1934,657,COIL20_old/3/COIL20-0.02122416210224254-43.0.tree,OLD
528,168,197,1121,2014,667,COIL20_old/3/COIL20-0.0203371036403594-44.0.tree,OLD
579,193,197,1231,2200,697,COIL20_old/3/COIL20-0.013043236269468683-68.0.tree,OLD
632,208,246,1370,2456,640,COIL20_old/3/COIL20-0.027371637230792334-13.0.tree,OLD
521,158,193,1104,1976,650,COIL20_old/3/COIL20-0.01774807409270418-50.0.tree,OLD
590,185,207,1253,2235,696,COIL20_old/3/COIL20-0.013546906438632711-64.0.tree,OLD
388,137,176,880,1581,450,COIL20_old/3/COIL20-0.033066908394813466-7.0.tree,OLD
444,151,214,1030,1839,550,COIL20_old/3/COIL20-0.06168812644384758-3.0.tree,OLD
499,174,194,1102,1969,666,COIL20_old/3/COIL20-0.021609227121990926-41.0.tree,OLD
543,170,198,1137,2048,677,COIL20_old/3/COIL20-0.019299384268575026-47.0.tree,OLD
562,180,191,1185,2118,677,COIL20_old/3/COIL20-0.013474504434011492-65.0.tree,OLD
560,177,199,1183,2119,671,COIL20_old/3/COIL20-0.015241262389148913-55.0.tree,OLD
503,158,184,1072,1917,632,COIL20_old/3/COIL20-0.015782880151278156-54.0.tree,OLD
587,186,207,1246,2226,695,COIL20_old/3/COIL20-0.014663944314031896-58.0.tree,OLD
603,197,208,1275,2283,713,COIL20_old/3/COIL20-0.012063561927118216-74.0.tree,OLD
357,147,183,864,1551,453,COIL20_old/3/COIL20-0.043170236697965214-4.0.tree,OLD
845,309,312,1835,3301,731,COIL20_old/3/COIL20-0.024925013041209754-18.0.tree,OLD
492,164,227,1130,2013,574,COIL20_old/3/COIL20-0.031137601069378518-9.0.tree,OLD
862,317,321,1889,3389,741,COIL20_old/3/COIL20-0.02508844735077126-17.0.tree,OLD
579,193,197,1230,2199,696,COIL20_old/3/COIL20-0.013143269338252606-67.0.tree,OLD
866,303,398,2057,3624,846,COIL20_old/3/COIL20-0.03489671827259799-6.0.tree,OLD
520,158,194,1104,1976,651,COIL20_old/3/COIL20-0.018131078135479373-49.0.tree,OLD
704,247,273,1569,2793,708,COIL20_old/3/COIL20-0.02936684924361016-11.0.tree,OLD
851,304,317,1856,3328,746,COIL20_old/3/COIL20-0.024454155488486007-20.0.tree,OLD
349,220,179,931,1679,444,COIL20_old/3/COIL20-0.1332566929353906-1.0.tree,OLD
541,172,199,1136,2048,672,COIL20_old/3/COIL20-0.019771021965123536-46.0.tree,OLD
587,186,207,1247,2227,696,COIL20_old/3/COIL20-0.014550951542589508-59.0.tree,OLD
610,197,212,1295,2314,719,COIL20_old/3/COIL20-0.011349427584022076-76.0.tree,OLD
668,264,265,1479,2676,653,COIL20_old/3/COIL20-0.0896514270810051-2.0.tree,OLD
581,193,198,1238,2210,701,COIL20_old/3/COIL20-0.012704898371711848-71.0.tree,OLD
396,141,183,907,1627,461,COIL20_old/3/COIL20-0.03244080222073176-8.0.tree,OLD
604,196,208,1275,2283,714,COIL20_old/3/COIL20-0.011706267698785577-75.0.tree,OLD
886,321,335,1946,3488,781,COIL20_old/3/COIL20-0.02374760134883369-27.0.tree,OLD
610,197,212,1296,2315,719,COIL20_old/3/COIL20-0.011052705119605988-77.0.tree,OLD
614,205,210,1292,2321,715,COIL20_old/3/COIL20-0.012288778970116765-73.0.tree,OLD
849,310,318,1857,3334,744,COIL20_old/3/COIL20-0.02477436377524389-19.0.tree,OLD
503,177,228,1159,2067,586,COIL20_old/3/COIL20-0.03002121525448992-10.0.tree,OLD
503,158,184,1071,1916,632,COIL20_old/3/COIL20-0.01624905684104594-53.0.tree,OLD
614,205,210,1291,2320,715,COIL20_old/3/COIL20-0.012441640584245128-72.0.tree,OLD
561,179,199,1186,2125,670,COIL20_old/3/COIL20-0.014999988356062477-56.0.tree,OLD
590,185,207,1252,2234,695,COIL20_old/3/COIL20-0.013592341083538018-63.0.tree,OLD
499,174,194,1101,1968,665,COIL20_old/3/COIL20-0.021931123779715123-40.0.tree,OLD
589,187,207,1251,2234,695,COIL20_old/3/COIL20-0.01367430276101067-61.0.tree,OLD
589,187,207,1252,2235,695,COIL20_old/3/COIL20-0.013663811573142393-62.0.tree,OLD
519,158,191,1100,1968,649,COIL20_old/3/COIL20-0.01741187867948496-51.0.tree,OLD
784,289,304,1745,3122,703,COIL20_old/3/COIL20-0.026232860123705237-16.0.tree,OLD
685,219,322,1610,2836,710,COIL20_old/3/COIL20-0.038426310175869394-5.0.tree,OLD
579,193,197,1232,2201,698,COIL20_old/3/COIL20-0.012963929409791741-69.0.tree,OLD
561,179,199,1187,2126,671,COIL20_old/3/COIL20-0.014991150607348513-57.0.tree,OLD
519,158,191,1101,1969,649,COIL20_old/3/COIL20-0.016752098237572843-52.0.tree,OLD
500,173,194,1099,1966,664,COIL20_old/3/COIL20-0.023027586817199075-39.0.tree,OLD
828,312,319,1834,3293,736,COIL20_old/3/COIL20-0.026534158655638684-15.0.tree,OLD
531,168,197,1123,2019,668,COIL20_old/3/COIL20-0.020217497112303584-45.0.tree,OLD
568,197,216,1244,2225,624,COIL20_old/3/COIL20-0.028432446531038436-12.0.tree,OLD
387,162,147,906,1602,580,COIL20_old/12/COIL20-0.013907251378642627-66.0.tree,OLD
77,51,59,257,444,130,COIL20_old/12/COIL20-0.09856089080780989-2.0.tree,OLD
148,42,40,216,446,103,COIL20_old/12/COIL20-0.040781820552947545-11.0.tree,OLD
97,31,35,238,401,152,COIL20_old/12/COIL20-0.01787646014978772-55.0.tree,OLD
571,242,217,1310,2340,738,COIL20_old/12/COIL20-0.010649126238914619-81.0.tree,OLD
61,33,27,174,295,98,COIL20_old/12/COIL20-0.023643329886727737-40.0.tree,OLD
574,238,214,1292,2318,726,COIL20_old/12/COIL20-0.011503523455547227-77.0.tree,OLD
73,44,40,196,353,128,COIL20_old/12/COIL20-0.0866081209479092-3.0.tree,OLD
181,77,59,416,733,303,COIL20_old/12/COIL20-0.014147489101274169-64.0.tree,OLD
70,11,10,105,196,65,COIL20_old/12/COIL20-0.03081134957895454-19.0.tree,OLD
175,73,53,386,687,278,COIL20_old/12/COIL20-0.014519838941053353-62.0.tree,OLD
574,238,214,1293,2319,727,COIL20_old/12/COIL20-0.011321645148669346-78.0.tree,OLD
390,165,148,913,1616,583,COIL20_old/12/COIL20-0.01389650402414444-67.0.tree,OLD
230,58,64,347,699,200,COIL20_old/12/COIL20-0.058725233344511685-6.0.tree,OLD
58,4,7,74,143,44,COIL20_old/12/COIL20-0.03219733912735623-18.0.tree,OLD
563,238,214,1283,2298,726,COIL20_old/12/COIL20-0.01220096039198093-76.0.tree,OLD
97,31,35,237,400,151,COIL20_old/12/COIL20-0.01829863439898688-54.0.tree,OLD
103,17,19,150,289,103,COIL20_old/12/COIL20-0.03346359406438537-17.0.tree,OLD
96,32,32,238,398,155,COIL20_old/12/COIL20-0.01581887156270856-58.0.tree,OLD
153,44,42,200,439,103,COIL20_old/12/COIL20-0.04610142335494399-9.0.tree,OLD
87,31,36,224,378,141,COIL20_old/12/COIL20-0.019124387528877518-51.0.tree,OLD
90,33,36,230,389,145,COIL20_old/12/COIL20-0.019377491802667957-50.0.tree,OLD
107,35,32,154,328,91,COIL20_old/12/COIL20-0.036762053804306694-13.0.tree,OLD
591,240,214,1310,2355,734,COIL20_old/12/COIL20-0.010752186731500302-79.0.tree,OLD
424,177,157,980,1738,612,COIL20_old/12/COIL20-0.012258795830538571-75.0.tree,OLD
96,30,32,235,393,148,COIL20_old/12/COIL20-0.017678781019450196-56.0.tree,OLD
92,37,30,211,370,134,COIL20_old/12/COIL20-0.022686384510767654-44.0.tree,OLD
153,68,54,372,647,264,COIL20_old/12/COIL20-0.015719898092257212-59.0.tree,OLD
87,36,29,199,351,118,COIL20_old/12/COIL20-0.0233693014568897-42.0.tree,OLD
352,132,136,726,1346,366,COIL20_old/12/COIL20-0.0731682339406815-4.0.tree,OLD
96,31,35,234,396,148,COIL20_old/12/COIL20-0.018415131995677958-52.0.tree,OLD
95,32,34,223,384,145,COIL20_old/12/COIL20-0.019781571372680995-49.0.tree,OLD
604,260,231,1391,2486,758,COIL20_old/12/COIL20-0.010364851143900844-83.0.tree,OLD
391,165,149,916,1621,586,COIL20_old/12/COIL20-0.01365209777181664-69.0.tree,OLD
405,170,150,942,1667,594,COIL20_old/12/COIL20-0.012500500689320793-73.0.tree,OLD
394,164,149,923,1630,587,COIL20_old/12/COIL20-0.01252524405693306-72.0.tree,OLD
75,15,19,129,238,102,COIL20_old/12/COIL20-0.029527663667189563-22.0.tree,OLD
153,44,42,201,440,104,COIL20_old/12/COIL20-0.04277180443773787-10.0.tree,OLD
387,162,147,905,1601,579,COIL20_old/12/COIL20-0.013922970694538295-65.0.tree,OLD
335,114,118,633,1200,358,COIL20_old/12/COIL20-0.06573645577166709-5.0.tree,OLD
604,260,231,1393,2488,758,COIL20_old/12/COIL20-0.010174693997317574-85.0.tree,OLD
94,35,35,228,392,146,COIL20_old/12/COIL20-0.020113912642521214-48.0.tree,OLD
192,50,68,317,627,188,COIL20_old/12/COIL20-0.053958077166703755-7.0.tree,OLD
394,164,149,921,1628,585,COIL20_old/12/COIL20-0.013251196996795223-70.0.tree,OLD
97,31,35,236,399,150,COIL20_old/12/COIL20-0.018300066603324117-53.0.tree,OLD
394,164,149,922,1629,586,COIL20_old/12/COIL20-0.013005370184065723-71.0.tree,OLD
74,51,60,216,401,88,COIL20_old/12/COIL20-0.12086333976078723-1.0.tree,OLD
91,34,34,217,376,138,COIL20_old/12/COIL20-0.021333976078694306-45.0.tree,OLD
90,34,34,219,377,139,COIL20_old/12/COIL20-0.020305001304121773-47.0.tree,OLD
165,69,53,374,661,269,COIL20_old/12/COIL20-0.01494363169759283-60.0.tree,OLD
571,242,217,1311,2341,739,COIL20_old/12/COIL20-0.01042975445264177-82.0.tree,OLD
108,44,35,174,361,105,COIL20_old/12/COIL20-0.03563734257396284-14.0.tree,OLD
105,36,32,154,327,89,COIL20_old/12/COIL20-0.038626981798196625-12.0.tree,OLD
110,29,26,149,314,90,COIL20_old/12/COIL20-0.03538320198971656-15.0.tree,OLD
99,29,26,144,298,91,COIL20_old/12/COIL20-0.03354549752217029-16.0.tree,OLD
73,16,20,131,240,102,COIL20_old/12/COIL20-0.027202183005439917-23.0.tree,OLD
174,72,53,381,680,275,COIL20_old/12/COIL20-0.014941966614501367-61.0.tree,OLD
177,73,54,392,696,286,COIL20_old/12/COIL20-0.014329460559654783-63.0.tree,OLD
98,35,32,244,409,160,COIL20_old/12/COIL20-0.016782267680154894-57.0.tree,OLD
92,37,30,210,369,133,COIL20_old/12/COIL20-0.02310285323049488-43.0.tree,OLD
68,4,7,91,170,53,COIL20_old/12/COIL20-0.029723852373500337-20.0.tree,OLD
90,34,34,218,376,139,COIL20_old/12/COIL20-0.020415490628959143-46.0.tree,OLD
604,260,231,1392,2487,758,COIL20_old/12/COIL20-0.010289200480662286-84.0.tree,OLD
34,1,7,69,111,47,COIL20_old/12/COIL20-0.025562798084805327-29.0.tree,OLD
391,165,149,915,1620,585,COIL20_old/12/COIL20-0.013873355875996474-68.0.tree,OLD
591,240,214,1311,2356,734,COIL20_old/12/COIL20-0.010686677937997935-80.0.tree,OLD
188,49,68,314,619,186,COIL20_old/12/COIL20-0.04965041405842513-8.0.tree,OLD
424,177,157,979,1737,611,COIL20_old/12/COIL20-0.012265234928086621-74.0.tree,OLD
34,1,7,68,110,46,COIL20_old/12/COIL20-0.026596570161710686-28.0.tree,OLD
365,153,197,931,1646,506,COIL20_old/2/COIL20-0.033077329719055526-7.0.tree,OLD
73,20,21,186,300,147,COIL20_old/2/COIL20-0.01558697089947092-65.0.tree,OLD
456,175,217,1116,1964,640,COIL20_old/2/COIL20-0.027243390900961784-13.0.tree,OLD
46,11,10,116,183,76,COIL20_old/2/COIL20-0.02253627086593557-42.0.tree,OLD
77,24,32,203,336,152,COIL20_old/2/COIL20-0.020061282044116835-48.0.tree,OLD
436,165,203,1050,1854,615,COIL20_old/2/COIL20-0.025537577315746685-20.0.tree,OLD
74,24,29,196,323,146,COIL20_old/2/COIL20-0.019544081619344567-51.0.tree,OLD
139,42,51,354,586,271,COIL20_old/2/COIL20-0.012338358856844756-76.0.tree,OLD
74,24,30,195,323,147,COIL20_old/2/COIL20-0.019972834693345543-49.0.tree,OLD
75,24,30,199,328,149,COIL20_old/2/COIL20-0.01665919125866322-57.0.tree,OLD
437,169,200,1049,1855,617,COIL20_old/2/COIL20-0.024516485486996475-25.0.tree,OLD
436,168,199,1043,1846,615,COIL20_old/2/COIL20-0.02475205399061109-23.0.tree,OLD
485,176,231,1180,2072,658,COIL20_old/2/COIL20-0.023372654910946755-27.0.tree,OLD
505,216,187,1071,1979,549,COIL20_old/2/COIL20-0.08473564768239128-2.0.tree,OLD
75,24,30,198,327,148,COIL20_old/2/COIL20-0.01747966968477499-56.0.tree,OLD
439,167,212,1057,1875,615,COIL20_old/2/COIL20-0.029365382107459537-11.0.tree,OLD
87,25,33,222,367,170,COIL20_old/2/COIL20-0.016006036217304787-60.0.tree,OLD
74,24,30,196,324,147,COIL20_old/2/COIL20-0.01969457951412157-50.0.tree,OLD
86,24,30,216,356,158,COIL20_old/2/COIL20-0.015837734741783238-61.0.tree,OLD
122,37,43,307,509,246,COIL20_old/2/COIL20-0.012627314814815493-75.0.tree,OLD
73,22,32,199,326,148,COIL20_old/2/COIL20-0.020083789775690808-47.0.tree,OLD
705,283,310,1688,2986,723,COIL20_old/2/COIL20-0.0420699893807287-5.0.tree,OLD
77,24,29,198,328,147,COIL20_old/2/COIL20-0.019540739809224383-52.0.tree,OLD
136,41,49,340,566,270,COIL20_old/2/COIL20-0.0111041363924278-80.0.tree,OLD
132,40,48,340,560,269,COIL20_old/2/COIL20-0.010459330054400473-85.0.tree,OLD
73,20,21,185,299,146,COIL20_old/2/COIL20-0.015605647775542686-64.0.tree,OLD
99,34,34,265,432,216,COIL20_old/2/COIL20-0.014035893602354632-70.0.tree,OLD
546,212,235,1299,2292,718,COIL20_old/2/COIL20-0.02695472604143412-15.0.tree,OLD
436,168,199,1044,1847,615,COIL20_old/2/COIL20-0.024598866346225323-24.0.tree,OLD
608,233,306,1491,2638,733,COIL20_old/2/COIL20-0.03660901753111234-6.0.tree,OLD
363,152,195,921,1631,504,COIL20_old/2/COIL20-0.032168240927043845-8.0.tree,OLD
74,24,29,194,321,144,COIL20_old/2/COIL20-0.01846332625381869-53.0.tree,OLD
70,20,20,176,286,136,COIL20_old/2/COIL20-0.01566498528206256-62.0.tree,OLD
56,14,19,136,225,94,COIL20_old/2/COIL20-0.021560963000223865-43.0.tree,OLD
133,38,45,323,539,256,COIL20_old/2/COIL20-0.011989366756091469-77.0.tree,OLD
132,40,48,339,559,268,COIL20_old/2/COIL20-0.010599651147625566-84.0.tree,OLD
75,24,30,200,329,150,COIL20_old/2/COIL20-0.01636039617333629-58.0.tree,OLD
475,181,202,1098,1956,620,COIL20_old/2/COIL20-0.03015944043893004-10.0.tree,OLD
56,14,19,137,226,95,COIL20_old/2/COIL20-0.021083084153066367-44.0.tree,OLD
765,297,333,1739,3134,737,COIL20_old/2/COIL20-0.05555273772263264-3.0.tree,OLD
132,40,48,337,557,267,COIL20_old/2/COIL20-0.010991446363365187-82.0.tree,OLD
45,12,10,109,176,72,COIL20_old/2/COIL20-0.023039906103286045-39.0.tree,OLD
424,159,197,1013,1793,603,COIL20_old/2/COIL20-0.028366274033087946-12.0.tree,OLD
99,35,36,269,439,215,COIL20_old/2/COIL20-0.013799777833668647-72.0.tree,OLD
56,14,19,138,227,96,COIL20_old/2/COIL20-0.02021507517326121-45.0.tree,OLD
108,34,37,278,457,221,COIL20_old/2/COIL20-0.014210738970862336-69.0.tree,OLD
108,34,37,277,456,221,COIL20_old/2/COIL20-0.014251702343691552-68.0.tree,OLD
436,165,203,1049,1853,614,COIL20_old/2/COIL20-0.025648905004098554-19.0.tree,OLD
46,11,10,115,182,75,COIL20_old/2/COIL20-0.022854616122662152-41.0.tree,OLD
133,38,45,324,540,257,COIL20_old/2/COIL20-0.01181905087935059-78.0.tree,OLD
46,11,10,114,181,74,COIL20_old/2/COIL20-0.02300465990386774-40.0.tree,OLD
73,22,32,198,325,147,COIL20_old/2/COIL20-0.020119303785677223-46.0.tree,OLD
562,215,242,1294,2313,707,COIL20_old/2/COIL20-0.025076314367687536-21.0.tree,OLD
104,34,36,278,452,223,COIL20_old/2/COIL20-0.013181577893285668-73.0.tree,OLD
490,179,232,1192,2093,657,COIL20_old/2/COIL20-0.023544426279902664-26.0.tree,OLD
121,37,43,304,505,242,COIL20_old/2/COIL20-0.012967073272970309-74.0.tree,OLD
75,24,29,195,323,145,COIL20_old/2/COIL20-0.0184215361614124-54.0.tree,OLD
75,24,30,197,326,147,COIL20_old/2/COIL20-0.017739399359118502-55.0.tree,OLD
109,34,37,276,456,219,COIL20_old/2/COIL20-0.01501948030777328-67.0.tree,OLD
132,40,48,338,558,267,COIL20_old/2/COIL20-0.010792661058945718-83.0.tree,OLD
274,140,129,653,1196,276,COIL20_old/2/COIL20-0.1316015188352339-1.0.tree,OLD
136,41,49,341,567,271,COIL20_old/2/COIL20-0.011084749236157099-81.0.tree,OLD
136,41,48,338,563,268,COIL20_old/2/COIL20-0.011655535062225164-79.0.tree,OLD
99,34,36,268,437,216,COIL20_old/2/COIL20-0.013890332737163391-71.0.tree,OLD
446,215,220,1143,2024,643,COIL20_old/2/COIL20-0.04680716241895877-4.0.tree,OLD
132,40,49,345,566,272,COIL20_old/2/COIL20-0.010150497894776345-86.0.tree,OLD
73,20,21,187,301,147,COIL20_old/2/COIL20-0.015548254806617257-66.0.tree,OLD
436,168,199,1042,1845,615,COIL20_old/2/COIL20-0.024973393602354788-22.0.tree,OLD
376,141,170,881,1568,527,COIL20_old/2/COIL20-0.031729066528803196-9.0.tree,OLD
81,24,33,215,353,164,COIL20_old/2/COIL20-0.016347471402488156-59.0.tree,OLD
540,196,232,1242,2210,692,COIL20_old/2/COIL20-0.025966563268498943-17.0.tree,OLD
70,20,20,177,287,137,COIL20_old/2/COIL20-0.015659419479841508-63.0.tree,OLD
970,350,387,2120,3827,825,COIL20_old/13/COIL20-0.04948757358968653-5.0.tree,OLD
239,61,74,490,864,349,COIL20_old/13/COIL20-0.016192106341753443-60.0.tree,OLD
845,283,339,1856,3323,814,COIL20_old/13/COIL20-0.02801320655413908-21.0.tree,OLD
233,64,75,487,859,349,COIL20_old/13/COIL20-0.01697414812951792-58.0.tree,OLD
255,68,86,530,939,359,COIL20_old/13/COIL20-0.013157137268053176-69.0.tree,OLD
224,63,73,473,833,339,COIL20_old/13/COIL20-0.013930015276845786-66.0.tree,OLD
93,22,27,203,345,170,COIL20_old/13/COIL20-0.022491697872419947-42.0.tree,OLD
115,23,36,258,432,183,COIL20_old/13/COIL20-0.01871205240703583-53.0.tree,OLD
115,23,36,251,425,183,COIL20_old/13/COIL20-0.020546962329532126-48.0.tree,OLD
115,23,36,257,431,182,COIL20_old/13/COIL20-0.018783930434457752-52.0.tree,OLD
280,75,98,593,1046,400,COIL20_old/13/COIL20-0.01271276967359708-74.0.tree,OLD
1815,649,701,3814,6979,976,COIL20_old/13/COIL20-0.03125105959833052-14.0.tree,OLD
105,22,34,230,391,170,COIL20_old/13/COIL20-0.020730552295252558-46.0.tree,OLD
231,66,73,481,851,344,COIL20_old/13/COIL20-0.01570016161785609-62.0.tree,OLD
227,61,73,480,841,343,COIL20_old/13/COIL20-0.016701319025262562-59.0.tree,OLD
279,75,98,592,1044,404,COIL20_old/13/COIL20-0.012005237443177386-78.0.tree,OLD
244,69,76,502,891,351,COIL20_old/13/COIL20-0.01529604711602961-63.0.tree,OLD
848,304,400,1992,3544,802,COIL20_old/13/COIL20-0.05269104208584968-4.0.tree,OLD
156,46,56,341,599,254,COIL20_old/13/COIL20-0.027000463428720645-26.0.tree,OLD
820,284,329,1816,3249,804,COIL20_old/13/COIL20-0.027761092015052946-22.0.tree,OLD
343,133,140,758,1374,451,COIL20_old/13/COIL20-0.08665821316789685-2.0.tree,OLD
235,69,74,492,870,351,COIL20_old/13/COIL20-0.014753404687383898-65.0.tree,OLD
256,72,98,571,997,403,COIL20_old/13/COIL20-0.010907994261867393-82.0.tree,OLD
88,20,27,194,329,163,COIL20_old/13/COIL20-0.02440175776883513-36.0.tree,OLD
115,23,36,262,436,186,COIL20_old/13/COIL20-0.017492908841940602-57.0.tree,OLD
1144,383,432,2359,4318,846,COIL20_old/13/COIL20-0.0353376392614953-8.0.tree,OLD
92,22,27,199,340,168,COIL20_old/13/COIL20-0.02382412530740019-39.0.tree,OLD
1356,518,531,2915,5320,920,COIL20_old/13/COIL20-0.03793079076309713-7.0.tree,OLD
134,45,55,323,557,251,COIL20_old/13/COIL20-0.025224588270361947-29.0.tree,OLD
115,23,36,259,433,183,COIL20_old/13/COIL20-0.018517796594381186-54.0.tree,OLD
235,69,74,492,870,352,COIL20_old/13/COIL20-0.015129923056859618-64.0.tree,OLD
256,68,86,533,943,362,COIL20_old/13/COIL20-0.012867308014755718-72.0.tree,OLD
279,75,98,591,1043,403,COIL20_old/13/COIL20-0.01219411375661339-77.0.tree,OLD
256,68,86,531,941,360,COIL20_old/13/COIL20-0.013123090394217163-70.0.tree,OLD
115,23,36,260,434,184,COIL20_old/13/COIL20-0.017921312597809602-55.0.tree,OLD
242,68,83,510,903,360,COIL20_old/13/COIL20-0.01370950238467844-67.0.tree,OLD
1032,351,397,2192,3972,864,COIL20_old/13/COIL20-0.029482997522169707-16.0.tree,OLD
747,246,353,1698,3044,752,COIL20_old/13/COIL20-0.0662268402079137-3.0.tree,OLD
242,68,83,511,904,361,COIL20_old/13/COIL20-0.013581360850286162-68.0.tree,OLD
1800,655,723,3967,7145,992,COIL20_old/13/COIL20-0.04559375931515025-6.0.tree,OLD
156,46,56,342,600,255,COIL20_old/13/COIL20-0.026134398986512264-27.0.tree,OLD
115,23,36,252,426,184,COIL20_old/13/COIL20-0.02020601618973117-49.0.tree,OLD
1786,631,686,3723,6826,983,COIL20_old/13/COIL20-0.032932467490125794-11.0.tree,OLD
279,75,98,590,1042,403,COIL20_old/13/COIL20-0.012368458435799812-76.0.tree,OLD
1815,649,701,3813,6978,976,COIL20_old/13/COIL20-0.03162231490796624-13.0.tree,OLD
101,21,32,223,377,163,COIL20_old/13/COIL20-0.0212031680825695-44.0.tree,OLD
105,22,34,231,392,171,COIL20_old/13/COIL20-0.020676768947014923-47.0.tree,OLD
931,301,368,2019,3619,843,COIL20_old/13/COIL20-0.028201360943438003-19.0.tree,OLD
1767,622,682,3680,6751,982,COIL20_old/13/COIL20-0.03325084767866371-10.0.tree,OLD
76,30,49,219,374,103,COIL20_old/13/COIL20-0.1398885442283329-1.0.tree,OLD
1149,381,431,2361,4322,847,COIL20_old/13/COIL20-0.03460511914077041-9.0.tree,OLD
279,75,98,589,1041,401,COIL20_old/13/COIL20-0.012491138963410309-75.0.tree,OLD
92,22,27,200,341,168,COIL20_old/13/COIL20-0.0228791033236454-40.0.tree,OLD
802,272,320,1776,3170,805,COIL20_old/13/COIL20-0.02729131734853457-23.0.tree,OLD
256,73,95,566,990,403,COIL20_old/13/COIL20-0.011427325527237076-79.0.tree,OLD
256,68,86,534,944,363,COIL20_old/13/COIL20-0.012737012351889399-73.0.tree,OLD
256,72,95,566,989,403,COIL20_old/13/COIL20-0.011255461006780432-80.0.tree,OLD
88,20,27,195,330,164,COIL20_old/13/COIL20-0.024291361595498828-37.0.tree,OLD
91,21,27,197,336,166,COIL20_old/13/COIL20-0.024262205175497542-38.0.tree,OLD
115,23,36,253,427,185,COIL20_old/13/COIL20-0.020040975016767493-50.0.tree,OLD
256,72,95,567,990,403,COIL20_old/13/COIL20-0.011112950853268189-81.0.tree,OLD
115,23,36,256,430,181,COIL20_old/13/COIL20-0.019503106602578812-51.0.tree,OLD
256,68,86,532,942,361,COIL20_old/13/COIL20-0.012931652414487405-71.0.tree,OLD
1761,622,670,3665,6718,973,COIL20_old/13/COIL20-0.03225679307325402-12.0.tree,OLD
99,21,32,221,373,160,COIL20_old/13/COIL20-0.021719122606007057-43.0.tree,OLD
101,21,32,224,378,163,COIL20_old/13/COIL20-0.020901485300693023-45.0.tree,OLD
157,46,56,344,603,257,COIL20_old/13/COIL20-0.026122359154929886-28.0.tree,OLD
115,23,36,261,435,185,COIL20_old/13/COIL20-0.0178743409531269-56.0.tree,OLD
236,64,74,486,860,346,COIL20_old/13/COIL20-0.015839003930992857-61.0.tree,OLD
841,326,386,1996,3549,826,COIL20_old/5/COIL20-0.03165813166033227-7.0.tree,OLD
637,236,246,1369,2488,730,COIL20_old/5/COIL20-0.011966160388254876-78.0.tree,OLD
591,204,257,1278,2330,667,COIL20_old/5/COIL20-0.03998912456218817-4.0.tree,OLD
545,203,201,1153,2102,650,COIL20_old/5/COIL20-0.013448736399880035-65.0.tree,OLD
276,92,106,595,1069,386,COIL20_old/5/COIL20-0.02016185073403387-47.0.tree,OLD
1210,473,524,2717,4924,917,COIL20_old/5/COIL20-0.033631872252030015-6.0.tree,OLD
601,229,226,1289,2345,705,COIL20_old/5/COIL20-0.01251304121022373-75.0.tree,OLD
610,215,303,1464,2592,721,COIL20_old/5/COIL20-0.02395006613756695-26.0.tree,OLD
248,81,98,531,958,345,COIL20_old/5/COIL20-0.022551734015203162-40.0.tree,OLD
607,228,230,1295,2360,705,COIL20_old/5/COIL20-0.01246435790669953-76.0.tree,OLD
733,256,329,1673,2991,765,COIL20_old/5/COIL20-0.030228582140993998-8.0.tree,OLD
536,198,202,1144,2080,650,COIL20_old/5/COIL20-0.013072474197034223-67.0.tree,OLD
607,216,301,1457,2581,725,COIL20_old/5/COIL20-0.024557798177956447-22.0.tree,OLD
