exp,prod,sum,const,nodes,unique_feats,filename,algo
795,320,323,1783,3221,817,COIL20_old/20/COIL20-0.024621082979357722-13.0.tree,OLD
414,147,157,930,1648,590,COIL20_old/20/COIL20-0.011765628493181468-79.0.tree,OLD
466,165,172,1032,1835,620,COIL20_old/20/COIL20-0.01100045877114536-84.0.tree,OLD
732,288,294,1620,2934,764,COIL20_old/20/COIL20-0.022430194593486885-28.0.tree,OLD
793,319,321,1769,3202,813,COIL20_old/20/COIL20-0.026148115545123363-10.0.tree,OLD
138,49,61,342,590,256,COIL20_old/20/COIL20-0.01447100426633996-60.0.tree,OLD
255,80,101,585,1021,427,COIL20_old/20/COIL20-0.013966530665474541-62.0.tree,OLD
806,326,331,1797,3260,805,COIL20_old/20/COIL20-0.023779459162380945-16.0.tree,OLD
396,144,153,900,1593,587,COIL20_old/20/COIL20-0.012952588214471927-71.0.tree,OLD
424,152,193,936,1705,549,COIL20_old/20/COIL20-0.028066302910052576-9.0.tree,OLD
154,51,56,354,615,261,COIL20_old/20/COIL20-0.016692842238617167-54.0.tree,OLD
998,416,393,2181,3988,865,COIL20_old/20/COIL20-0.021974089909830408-33.0.tree,OLD
127,37,42,272,478,210,COIL20_old/20/COIL20-0.021392230699008585-41.0.tree,OLD
823,336,336,1834,3329,811,COIL20_old/20/COIL20-0.022129385106938015-31.0.tree,OLD
424,152,193,935,1704,549,COIL20_old/20/COIL20-0.02837369122140293-8.0.tree,OLD
396,144,153,902,1595,587,COIL20_old/20/COIL20-0.01233949996273831-73.0.tree,OLD
392,142,153,903,1590,586,COIL20_old/20/COIL20-0.013504394422088228-68.0.tree,OLD
414,149,157,930,1650,600,COIL20_old/20/COIL20-0.012081214136672014-76.0.tree,OLD
820,335,336,1830,3321,811,COIL20_old/20/COIL20-0.022297383840076568-29.0.tree,OLD
66,33,33,179,311,130,COIL20_old/20/COIL20-0.13963250568224173-1.0.tree,OLD
161,55,55,353,624,254,COIL20_old/20/COIL20-0.019804998975333554-46.0.tree,OLD
823,336,336,1835,3330,812,COIL20_old/20/COIL20-0.022096607422312176-32.0.tree,OLD
157,51,53,347,608,258,COIL20_old/20/COIL20-0.01902497158879235-48.0.tree,OLD
413,148,157,926,1644,593,COIL20_old/20/COIL20-0.012004107981220369-77.0.tree,OLD
152,52,54,343,601,258,COIL20_old/20/COIL20-0.018565944276771273-49.0.tree,OLD
153,52,54,344,603,259,COIL20_old/20/COIL20-0.0185539626648773-50.0.tree,OLD
288,114,144,707,1253,410,COIL20_old/20/COIL20-0.04100095946046611-4.0.tree,OLD
414,147,157,929,1647,590,COIL20_old/20/COIL20-0.011967709031970308-78.0.tree,OLD
1002,419,397,2201,4019,865,COIL20_old/20/COIL20-0.021952082867576217-34.0.tree,OLD
793,320,322,1777,3212,814,COIL20_old/20/COIL20-0.024875118768164506-12.0.tree,OLD
409,147,156,919,1631,594,COIL20_old/20/COIL20-0.012280523418287614-75.0.tree,OLD
466,165,172,1031,1834,621,COIL20_old/20/COIL20-0.011183245305164291-83.0.tree,OLD
260,80,101,591,1032,431,COIL20_old/20/COIL20-0.013740091009016242-66.0.tree,OLD
571,190,201,1184,2146,658,COIL20_old/18/COIL20-0.015137666275430839-65.0.tree,OLD
546,180,202,1180,2108,673,COIL20_old/18/COIL20-0.013155821503092024-71.0.tree,OLD
417,117,176,846,1556,498,COIL20_old/18/COIL20-0.03539426373053178-5.0.tree,OLD
564,189,209,1208,2170,680,COIL20_old/18/COIL20-0.013761643937700963-68.0.tree,OLD
553,184,203,1205,2145,677,COIL20_old/18/COIL20-0.011965124077799927-76.0.tree,OLD
549,180,201,1183,2113,675,COIL20_old/18/COIL20-0.012600498826290718-74.0.tree,OLD
560,194,200,1170,2124,658,COIL20_old/18/COIL20-0.020916063510694194-45.0.tree,OLD
603,201,254,1327,2385,686,COIL20_old/18/COIL20-0.024642612620165316-16.0.tree,OLD
627,214,257,1369,2467,693,COIL20_old/18/COIL20-0.024567381138682842-17.0.tree,OLD
566,208,256,1335,2365,706,COIL20_old/18/COIL20-0.0281456679894177-10.0.tree,OLD
621,213,257,1361,2452,689,COIL20_old/18/COIL20-0.02488815997838878-15.0.tree,OLD
632,215,258,1378,2483,695,COIL20_old/18/COIL20-0.024154626835085513-20.0.tree,OLD
632,215,258,1377,2482,695,COIL20_old/18/COIL20-0.024217748621358393-19.0.tree,OLD
627,214,257,1370,2468,693,COIL20_old/18/COIL20-0.02443562998360521-18.0.tree,OLD
564,190,209,1210,2173,682,COIL20_old/18/COIL20-0.013581570441166368-69.0.tree,OLD
579,198,208,1203,2188,667,COIL20_old/18/COIL20-0.017485014252179076-52.0.tree,OLD
554,184,206,1212,2156,677,COIL20_old/18/COIL20-0.012014738896341026-75.0.tree,OLD
322,91,141,670,1224,413,COIL20_old/18/COIL20-0.03848051270586472-4.0.tree,OLD
585,200,214,1219,2218,673,COIL20_old/18/COIL20-0.019793122158878573-47.0.tree,OLD
661,263,296,1526,2746,739,COIL20_old/18/COIL20-0.03315316668529661-6.0.tree,OLD
632,218,260,1378,2488,692,COIL20_old/18/COIL20-0.025173168641477894-14.0.tree,OLD
540,196,249,1264,2249,659,COIL20_old/18/COIL20-0.02631981705045161-13.0.tree,OLD
545,197,247,1283,2272,671,COIL20_old/18/COIL20-0.023981702716297015-24.0.tree,OLD
571,190,201,1182,2144,656,COIL20_old/18/COIL20-0.015406780963558964-63.0.tree,OLD
571,190,201,1183,2145,657,COIL20_old/18/COIL20-0.015305292402563786-64.0.tree,OLD
585,198,210,1212,2205,667,COIL20_old/18/COIL20-0.01687097119755593-56.0.tree,OLD
949,364,394,2168,3875,867,COIL20_old/18/COIL20-0.02274526790371806-34.0.tree,OLD
603,221,274,1418,2516,727,COIL20_old/18/COIL20-0.028867708566212014-9.0.tree,OLD
930,362,386,2128,3806,862,COIL20_old/18/COIL20-0.022822420634920515-33.0.tree,OLD
580,208,261,1356,2405,672,COIL20_old/18/COIL20-0.023389736567553443-26.0.tree,OLD
554,184,203,1207,2148,678,COIL20_old/18/COIL20-0.011934500521648461-78.0.tree,OLD
554,184,203,1206,2147,678,COIL20_old/18/COIL20-0.011940124543558195-77.0.tree,OLD
585,200,214,1218,2217,672,COIL20_old/18/COIL20-0.020028853677620195-46.0.tree,OLD
560,194,200,1169,2123,658,COIL20_old/18/COIL20-0.021099292514345613-44.0.tree,OLD
585,200,212,1218,2215,673,COIL20_old/18/COIL20-0.01945380617035619-48.0.tree,OLD
570,190,201,1178,2139,658,COIL20_old/18/COIL20-0.015609688221924045-60.0.tree,OLD
544,182,198,1149,2073,657,COIL20_old/18/COIL20-0.01382071363365428-67.0.tree,OLD
579,198,208,1204,2189,667,COIL20_old/18/COIL20-0.01693625875624083-53.0.tree,OLD
953,365,393,2173,3884,870,COIL20_old/18/COIL20-0.021180625419180865-36.0.tree,OLD
588,202,211,1222,2223,676,COIL20_old/18/COIL20-0.018069132386914377-51.0.tree,OLD
570,190,201,1179,2140,658,COIL20_old/18/COIL20-0.015598032640285864-61.0.tree,OLD
325,84,149,652,1210,329,COIL20_old/18/COIL20-0.075109779044638-2.0.tree,OLD
585,200,212,1220,2217,674,COIL20_old/18/COIL20-0.01809062709590853-50.0.tree,OLD
576,197,205,1201,2179,663,COIL20_old/18/COIL20-0.015774857478202287-59.0.tree,OLD
570,190,201,1186,2147,660,COIL20_old/18/COIL20-0.015043874357254572-66.0.tree,OLD
609,239,308,1481,2637,764,COIL20_old/18/COIL20-0.03001666247484841-8.0.tree,OLD
585,200,212,1219,2216,674,COIL20_old/18/COIL20-0.01878472222222266-49.0.tree,OLD
545,197,247,1284,2273,672,COIL20_old/18/COIL20-0.023955282621654583-25.0.tree,OLD
546,180,202,1182,2110,674,COIL20_old/18/COIL20-0.012675066603323293-73.0.tree,OLD
196,69,101,436,802,192,COIL20_old/18/COIL20-0.12777457569491002-1.0.tree,OLD
570,190,201,1180,2141,658,COIL20_old/18/COIL20-0.015502948245025239-62.0.tree,OLD
527,155,214,1062,1958,549,COIL20_old/18/COIL20-0.05294393676876036-3.0.tree,OLD
949,363,393,2162,3867,865,COIL20_old/18/COIL20-0.022357012445039237-35.0.tree,OLD
447,178,222,1117,1964,641,COIL20_old/18/COIL20-0.03145415315969918-7.0.tree,OLD
546,180,202,1181,2109,673,COIL20_old/18/COIL20-0.012939220973991916-72.0.tree,OLD
585,198,209,1211,2203,666,COIL20_old/18/COIL20-0.016920760675162072-54.0.tree,OLD
556,185,203,1211,2155,679,COIL20_old/18/COIL20-0.011922681924882383-79.0.tree,OLD
605,202,266,1364,2437,712,COIL20_old/18/COIL20-0.027677779640807698-11.0.tree,OLD
928,360,385,2123,3796,861,COIL20_old/18/COIL20-0.023302884436246507-32.0.tree,OLD
547,181,202,1180,2110,671,COIL20_old/18/COIL20-0.013197658171250404-70.0.tree,OLD
576,197,205,1199,2177,663,COIL20_old/18/COIL20-0.01680387882852641-57.0.tree,OLD
585,198,209,1212,2204,666,COIL20_old/18/COIL20-0.016902118730904192-55.0.tree,OLD
576,197,205,1200,2178,663,COIL20_old/18/COIL20-0.015967389988077174-58.0.tree,OLD
219,87,83,537,926,363,COIL20_old/27/COIL20-0.010693198543109517-78.0.tree,OLD
175,76,64,427,742,278,COIL20_old/27/COIL20-0.01308659829346448-62.0.tree,OLD
80,46,24,212,362,137,COIL20_old/27/COIL20-0.018860489324837082-41.0.tree,OLD
155,72,63,390,680,271,COIL20_old/27/COIL20-0.01514046082047904-53.0.tree,OLD
80,46,24,211,361,136,COIL20_old/27/COIL20-0.019386073384753733-40.0.tree,OLD
587,268,263,1403,2521,689,COIL20_old/27/COIL20-0.03206504070720584-8.0.tree,OLD
175,76,64,430,745,278,COIL20_old/27/COIL20-0.012918424901260384-65.0.tree,OLD
784,307,333,1838,3262,789,COIL20_old/27/COIL20-0.02764138069155614-18.0.tree,OLD
208,82,86,516,892,331,COIL20_old/27/COIL20-0.011091630803338304-75.0.tree,OLD
497,220,215,1154,2086,610,COIL20_old/27/COIL20-0.03354178310604328-7.0.tree,OLD
80,40,27,202,349,139,COIL20_old/27/COIL20-0.02360623230121467-34.0.tree,OLD
294,129,139,694,1256,442,COIL20_old/27/COIL20-0.037766867408152716-6.0.tree,OLD
577,193,248,1359,2377,588,COIL20_old/27/COIL20-0.06105180853640357-3.0.tree,OLD
60,37,21,172,290,112,COIL20_old/27/COIL20-0.022717497112303753-36.0.tree,OLD
1067,408,431,2398,4304,891,COIL20_old/27/COIL20-0.02697166797078787-22.0.tree,OLD
88,44,26,214,372,133,COIL20_old/27/COIL20-0.01963627831805642-39.0.tree,OLD
89,46,35,243,413,162,COIL20_old/27/COIL20-0.01709819099783927-47.0.tree,OLD
198,80,75,486,839,316,COIL20_old/27/COIL20-0.012124902190922326-70.0.tree,OLD
92,46,32,242,412,170,COIL20_old/27/COIL20-0.017476502533721072-45.0.tree,OLD
175,76,64,429,744,278,COIL20_old/27/COIL20-0.012937159997018388-64.0.tree,OLD
155,72,63,391,681,272,COIL20_old/27/COIL20-0.014361364948952848-54.0.tree,OLD
41,26,16,129,212,75,COIL20_old/27/COIL20-0.024222033590431458-31.0.tree,OLD
92,46,32,241,411,169,COIL20_old/27/COIL20-0.018165637342573537-44.0.tree,OLD
41,26,16,130,213,76,COIL20_old/27/COIL20-0.024091574912437075-32.0.tree,OLD
118,61,41,295,515,203,COIL20_old/27/COIL20-0.015223458808406254-52.0.tree,OLD
579,217,245,1286,2327,682,COIL20_old/27/COIL20-0.02776402628735397-15.0.tree,OLD
84,45,27,215,371,135,COIL20_old/27/COIL20-0.020603645018257843-38.0.tree,OLD
236,96,117,569,1018,286,COIL20_old/27/COIL20-0.1361326291079808-1.0.tree,OLD
210,83,75,489,857,315,COIL20_old/27/COIL20-0.012776508588568436-67.0.tree,OLD
200,82,75,495,852,323,COIL20_old/27/COIL20-0.011580594679186706-72.0.tree,OLD
172,73,61,412,718,274,COIL20_old/27/COIL20-0.013519054139651987-59.0.tree,OLD
203,83,77,507,870,326,COIL20_old/27/COIL20-0.011425916610775744-73.0.tree,OLD
500,189,213,1115,2017,623,COIL20_old/27/COIL20-0.029144170579030293-10.0.tree,OLD
37,27,16,124,204,70,COIL20_old/27/COIL20-0.025418948878456638-29.0.tree,OLD
175,76,64,428,743,278,COIL20_old/27/COIL20-0.013073126257543755-63.0.tree,OLD
142,68,58,369,637,248,COIL20_old/27/COIL20-0.014120486809746868-55.0.tree,OLD
573,216,243,1281,2313,678,COIL20_old/27/COIL20-0.0279399428981289-14.0.tree,OLD
33,22,13,107,175,65,COIL20_old/27/COIL20-0.025903569565540463-28.0.tree,OLD
92,46,32,240,410,168,COIL20_old/27/COIL20-0.01823644412772918-43.0.tree,OLD
84,45,27,214,370,135,COIL20_old/27/COIL20-0.02076031420001584-37.0.tree,OLD
217,87,84,541,929,361,COIL20_old/27/COIL20-0.010517584674714753-79.0.tree,OLD
574,218,245,1283,2320,670,COIL20_old/27/COIL20-0.028552972930172393-12.0.tree,OLD
460,208,232,1158,2058,609,COIL20_old/27/COIL20-0.04006400672553895-5.0.tree,OLD
198,80,75,485,838,315,COIL20_old/27/COIL20-0.012210869382964118-69.0.tree,OLD
89,46,35,245,415,164,COIL20_old/27/COIL20-0.01644738803189494-49.0.tree,OLD
210,89,79,520,898,341,COIL20_old/27/COIL20-0.011203796855204173-74.0.tree,OLD
372,128,178,854,1532,488,COIL20_old/27/COIL20-0.043487336053357084-4.0.tree,OLD
155,68,60,390,673,262,COIL20_old/27/COIL20-0.014027731202026605-56.0.tree,OLD
90,46,35,244,415,163,COIL20_old/27/COIL20-0.017238826477383062-46.0.tree,OLD
155,67,59,388,669,263,COIL20_old/27/COIL20-0.013723149079662267-58.0.tree,OLD
203,80,76,483,842,316,COIL20_old/27/COIL20-0.012670769990312913-68.0.tree,OLD
83,45,25,216,369,143,COIL20_old/27/COIL20-0.018604858316567163-42.0.tree,OLD
61,37,22,172,292,112,COIL20_old/27/COIL20-0.023526296668902824-35.0.tree,OLD
532,233,213,1176,2154,546,COIL20_old/27/COIL20-0.08904260051047042-2.0.tree,OLD
215,83,90,535,923,345,COIL20_old/27/COIL20-0.01094090002980841-76.0.tree,OLD
198,80,75,487,840,317,COIL20_old/27/COIL20-0.011590876276175277-71.0.tree,OLD
159,70,61,398,688,268,COIL20_old/27/COIL20-0.013939621525448531-57.0.tree,OLD
570,215,243,1275,2303,674,COIL20_old/27/COIL20-0.02808735514941596-13.0.tree,OLD
175,76,64,426,741,277,COIL20_old/27/COIL20-0.013217266562336738-61.0.tree,OLD
89,46,35,244,414,163,COIL20_old/27/COIL20-0.01674050087562312-48.0.tree,OLD
37,27,16,125,205,71,COIL20_old/27/COIL20-0.024964951747522834-30.0.tree,OLD
60,37,21,169,287,108,COIL20_old/27/COIL20-0.023687495342425036-33.0.tree,OLD
210,83,75,488,856,314,COIL20_old/27/COIL20-0.012805525281316621-66.0.tree,OLD
570,215,241,1268,2294,669,COIL20_old/27/COIL20-0.028753807567628298-11.0.tree,OLD
173,73,61,415,722,275,COIL20_old/27/COIL20-0.013489699772709696-60.0.tree,OLD
216,83,90,537,926,347,COIL20_old/27/COIL20-0.010930024591995713-77.0.tree,OLD
89,46,35,246,416,165,COIL20_old/27/COIL20-0.016080720433714335-50.0.tree,OLD
97,47,36,255,435,173,COIL20_old/27/COIL20-0.016055313361652-51.0.tree,OLD
549,206,229,1215,2199,650,COIL20_old/27/COIL20-0.031019694556226385-9.0.tree,OLD
276,105,95,628,1104,395,COIL20_old/9/COIL20-0.01408898995826846-66.0.tree,OLD
281,106,103,674,1164,453,COIL20_old/9/COIL20-0.019210797190550244-53.0.tree,OLD
283,115,109,683,1190,437,COIL20_old/9/COIL20-0.015412323477904277-61.0.tree,OLD
412,141,146,849,1548,510,COIL20_old/9/COIL20-0.029561291359267716-12.0.tree,OLD
283,110,96,639,1128,391,COIL20_old/9/COIL20-0.013400751732618399-70.0.tree,OLD
427,173,159,1011,1770,598,COIL20_old/9/COIL20-0.009992873910126987-85.0.tree,OLD
264,115,110,663,1152,436,COIL20_old/9/COIL20-0.0217142437961102-47.0.tree,OLD
259,114,107,644,1124,426,COIL20_old/9/COIL20-0.02256029230941159-43.0.tree,OLD
294,116,110,700,1220,451,COIL20_old/9/COIL20-0.01707461202399624-58.0.tree,OLD
376,142,142,795,1455,490,COIL20_old/9/COIL20-0.02549392419330926-21.0.tree,OLD
266,115,110,663,1154,437,COIL20_old/9/COIL20-0.02188825080110335-46.0.tree,OLD
261,110,89,522,982,310,COIL20_old/9/COIL20-0.16231401138311335-1.0.tree,OLD
276,105,95,629,1105,395,COIL20_old/9/COIL20-0.013637880523883816-67.0.tree,OLD
267,105,91,617,1080,383,COIL20_old/9/COIL20-0.012051999496981214-74.0.tree,OLD
399,145,149,842,1535,516,COIL20_old/9/COIL20-0.02481275383784226-28.0.tree,OLD
288,115,106,681,1190,433,COIL20_old/9/COIL20-0.014980775858857098-63.0.tree,OLD
268,105,91,618,1082,385,COIL20_old/9/COIL20-0.011633947201729222-75.0.tree,OLD
421,174,160,1004,1759,591,COIL20_old/9/COIL20-0.010651687905208651-81.0.tree,OLD
318,139,118,765,1340,472,COIL20_old/9/COIL20-0.010861220564125362-79.0.tree,OLD
418,170,158,1000,1746,599,COIL20_old/9/COIL20-0.009684589015575618-87.0.tree,OLD
262,101,92,617,1072,387,COIL20_old/9/COIL20-0.01113770586481816-76.0.tree,OLD
318,139,118,764,1339,471,COIL20_old/9/COIL20-0.01095603714881871-78.0.tree,OLD
286,111,97,646,1140,391,COIL20_old/9/COIL20-0.013432691053730461-69.0.tree,OLD
282,118,111,694,1205,441,COIL20_old/9/COIL20-0.015500002328787899-60.0.tree,OLD
412,142,148,859,1561,515,COIL20_old/9/COIL20-0.02686806021313054-17.0.tree,OLD
266,115,110,662,1153,436,COIL20_old/9/COIL20-0.022106097231537336-45.0.tree,OLD
294,109,103,678,1184,445,COIL20_old/9/COIL20-0.01823553590058946-54.0.tree,OLD
540,187,193,1104,2024,608,COIL20_old/9/COIL20-0.031932986809748265-9.0.tree,OLD
389,144,149,826,1508,506,COIL20_old/9/COIL20-0.02532393434682173-23.0.tree,OLD
235,96,89,581,1001,390,COIL20_old/9/COIL20-0.020079073980921458-52.0.tree,OLD
235,113,92,591,1031,413,COIL20_old/9/COIL20-0.023625176987853602-40.0.tree,OLD
286,115,108,684,1193,433,COIL20_old/9/COIL20-0.01511522840748214-62.0.tree,OLD
383,144,143,808,1478,497,COIL20_old/9/COIL20-0.02545024778299465-22.0.tree,OLD
432,152,156,895,1635,528,COIL20_old/9/COIL20-0.03109320273492805-10.0.tree,OLD
402,145,151,844,1542,513,COIL20_old/9/COIL20-0.025072809542440344-27.0.tree,OLD
424,173,159,1008,1764,600,COIL20_old/9/COIL20-0.010409214546538703-83.0.tree,OLD
295,108,104,683,1190,447,COIL20_old/9/COIL20-0.017703419591623026-56.0.tree,OLD
418,170,158,999,1745,599,COIL20_old/9/COIL20-0.00992926307847114-86.0.tree,OLD
254,116,107,659,1136,437,COIL20_old/9/COIL20-0.020434260656530645-50.0.tree,OLD
455,187,166,1065,1873,626,COIL20_old/9/COIL20-0.009561663965273304-88.0.tree,OLD
254,116,107,660,1137,437,COIL20_old/9/COIL20-0.020137724495118914-51.0.tree,OLD
283,110,96,640,1129,392,COIL20_old/9/COIL20-0.01313117128698199-71.0.tree,OLD
394,145,150,834,1523,509,COIL20_old/9/COIL20-0.025083126071242523-26.0.tree,OLD
426,173,159,1010,1768,598,COIL20_old/9/COIL20-0.010310369159400756-84.0.tree,OLD
395,146,144,822,1507,495,COIL20_old/9/COIL20-0.026488875381922072-20.0.tree,OLD
315,115,128,674,1232,337,COIL20_old/9/COIL20-0.07626775700499316-2.0.tree,OLD
496,205,185,1173,2059,661,COIL20_old/9/COIL20-0.00939507414859525-92.0.tree,OLD
525,212,192,1209,2138,673,COIL20_old/9/COIL20-0.009090643397421105-95.0.tree,OLD
259,114,107,645,1125,427,COIL20_old/9/COIL20-0.022428715813398836-44.0.tree,OLD
689,274,248,1486,2697,746,COIL20_old/9/COIL20-0.034676938948506375-7.0.tree,OLD
259,114,107,643,1123,425,COIL20_old/9/COIL20-0.022884890360682753-42.0.tree,OLD
285,109,100,649,1143,400,COIL20_old/9/COIL20-0.014515798494671439-64.0.tree,OLD
460,187,168,1074,1889,630,COIL20_old/9/COIL20-0.009424090841344213-89.0.tree,OLD
463,187,169,1080,1899,630,COIL20_old/9/COIL20-0.009418886001192006-90.0.tree,OLD
294,108,104,682,1188,446,COIL20_old/9/COIL20-0.017726358148893562-55.0.tree,OLD
289,111,105,682,1187,447,COIL20_old/9/COIL20-0.01745731332439121-57.0.tree,OLD
412,141,146,850,1549,510,COIL20_old/9/COIL20-0.0288064381660329-13.0.tree,OLD
500,205,186,1176,2067,662,COIL20_old/9/COIL20-0.00935776697220353-93.0.tree,OLD
254,116,107,658,1135,436,COIL20_old/9/COIL20-0.020642873444369603-49.0.tree,OLD
285,109,100,650,1144,401,COIL20_old/9/COIL20-0.014313275486250887-65.0.tree,OLD
389,144,150,829,1512,508,COIL20_old/9/COIL20-0.025141147812802522-25.0.tree,OLD
497,205,187,1173,2062,660,COIL20_old/9/COIL20-0.009127310157239998-94.0.tree,OLD
257,106,84,595,1042,379,COIL20_old/9/COIL20-0.010958598815112686-77.0.tree,OLD
322,143,125,799,1389,499,COIL20_old/9/COIL20-0.010683801885386701-80.0.tree,OLD
625,252,224,1346,2447,703,COIL20_old/9/COIL20-0.033480291471048806-8.0.tree,OLD
297,112,99,658,1166,410,COIL20_old/9/COIL20-0.013637216819434639-68.0.tree,OLD
496,205,185,1172,2058,661,COIL20_old/9/COIL20-0.00941660378940301-91.0.tree,OLD
419,157,189,898,1663,487,COIL20_old/9/COIL20-0.04788866299649763-4.0.tree,OLD
388,137,143,810,1478,496,COIL20_old/9/COIL20-0.027856013395185175-15.0.tree,OLD
259,114,107,640,1120,424,COIL20_old/9/COIL20-0.024130896490051734-39.0.tree,OLD
254,116,107,657,1134,435,COIL20_old/9/COIL20-0.020936347250167908-48.0.tree,OLD
269,103,93,617,1082,378,COIL20_old/9/COIL20-0.01217960541023938-73.0.tree,OLD
412,142,148,858,1560,514,COIL20_old/9/COIL20-0.027431836388702002-16.0.tree,OLD
291,118,108,696,1213,450,COIL20_old/9/COIL20-0.016496211062672683-59.0.tree,OLD
389,144,149,827,1509,508,COIL20_old/9/COIL20-0.025268660574558288-24.0.tree,OLD
503,167,193,1069,1932,591,COIL20_old/9/COIL20-0.03896101143900438-5.0.tree,OLD
427,176,162,1019,1784,601,COIL20_old/9/COIL20-0.010529612862359594-82.0.tree,OLD
412,142,148,860,1562,516,COIL20_old/9/COIL20-0.02656244178031203-18.0.tree,OLD
456,179,202,1037,1874,568,COIL20_old/9/COIL20-0.03622185660257854-6.0.tree,OLD
235,65,91,469,860,304,COIL20_old/9/COIL20-0.057569374580818455-3.0.tree,OLD
269,104,95,626,1094,386,COIL20_old/9/COIL20-0.012778406550414678-72.0.tree,OLD
430,149,156,898,1633,528,COIL20_old/9/COIL20-0.030222934831208692-11.0.tree,OLD
250,88,75,493,906,358,COIL20_old/11/COIL20-0.019516427267308012-45.0.tree,OLD
567,223,224,1303,2317,730,COIL20_old/11/COIL20-0.014872813268499707-61.0.tree,OLD
688,277,288,1543,2796,781,COIL20_old/11/COIL20-0.03521557586258267-7.0.tree,OLD
556,226,219,1308,2309,730,COIL20_old/11/COIL20-0.01191350650197448-77.0.tree,OLD
554,225,220,1308,2307,729,COIL20_old/11/COIL20-0.011966300115507922-75.0.tree,OLD
818,327,340,1891,3376,827,COIL20_old/11/COIL20-0.024629187159997512-22.0.tree,OLD
263,90,83,536,972,381,COIL20_old/11/COIL20-0.015191740722110603-58.0.tree,OLD
278,97,86,562,1023,384,COIL20_old/11/COIL20-0.016196973507713375-55.0.tree,OLD
567,223,224,1304,2318,730,COIL20_old/11/COIL20-0.014762882852672077-62.0.tree,OLD
572,229,227,1324,2352,732,COIL20_old/11/COIL20-0.013989236343989742-65.0.tree,OLD
612,251,272,1419,2554,733,COIL20_old/11/COIL20-0.02970181039943448-10.0.tree,OLD
567,223,224,1305,2319,730,COIL20_old/11/COIL20-0.014569302388403593-63.0.tree,OLD
483,174,169,951,1777,511,COIL20_old/11/COIL20-0.07911049631120037-2.0.tree,OLD
434,177,167,1000,1778,617,COIL20_old/11/COIL20-0.015154701356286104-59.0.tree,OLD
554,225,220,1309,2308,730,COIL20_old/11/COIL20-0.011962143229749034-76.0.tree,OLD
546,221,218,1288,2273,726,COIL20_old/11/COIL20-0.012610687271778664-71.0.tree,OLD
898,339,384,2025,3646,870,COIL20_old/11/COIL20-0.02679396983754384-14.0.tree,OLD
1120,436,477,2530,4563,930,COIL20_old/11/COIL20-0.026709446493776934-15.0.tree,OLD
559,230,219,1318,2326,730,COIL20_old/11/COIL20-0.011448319546910335-78.0.tree,OLD
818,327,339,1891,3375,822,COIL20_old/11/COIL20-0.023785024964602997-25.0.tree,OLD
547,230,219,1306,2302,724,COIL20_old/11/COIL20-0.010635630915119432-80.0.tree,OLD
282,106,133,609,1130,287,COIL20_old/11/COIL20-0.12736688650421074-1.0.tree,OLD
554,226,224,1304,2308,723,COIL20_old/11/COIL20-0.013580767009463701-68.0.tree,OLD
255,89,79,507,930,370,COIL20_old/11/COIL20-0.019202937532602826-46.0.tree,OLD
729,303,326,1707,3065,825,COIL20_old/11/COIL20-0.03925314619196679-6.0.tree,OLD
599,249,269,1410,2527,726,COIL20_old/11/COIL20-0.02744311936433419-13.0.tree,OLD
546,221,218,1289,2274,726,COIL20_old/11/COIL20-0.012421356844772524-72.0.tree,OLD
546,220,220,1291,2277,726,COIL20_old/11/COIL20-0.013381341288470905-69.0.tree,OLD
1110,433,475,2519,4537,929,COIL20_old/11/COIL20-0.026458461416648205-16.0.tree,OLD
567,223,224,1302,2316,730,COIL20_old/11/COIL20-0.014942083053878896-60.0.tree,OLD
553,224,220,1303,2300,728,COIL20_old/11/COIL20-0.012150868171994567-73.0.tree,OLD
545,226,219,1300,2290,726,COIL20_old/11/COIL20-0.010972315373724228-79.0.tree,OLD
818,327,340,1893,3378,827,COIL20_old/11/COIL20-0.023802758681720437-24.0.tree,OLD
821,325,340,1892,3378,821,COIL20_old/11/COIL20-0.023327918902303124-26.0.tree,OLD
553,226,224,1303,2306,723,COIL20_old/11/COIL20-0.013629100994857035-67.0.tree,OLD
260,87,80,522,949,363,COIL20_old/11/COIL20-0.016325848610178995-54.0.tree,OLD
408,165,165,887,1625,510,COIL20_old/11/COIL20-0.04632983083687292-4.0.tree,OLD
242,89,74,497,902,375,COIL20_old/11/COIL20-0.020271035937849846-44.0.tree,OLD
829,326,342,1901,3398,823,COIL20_old/11/COIL20-0.022592324782025386-28.0.tree,OLD
277,98,86,564,1025,384,COIL20_old/11/COIL20-0.015632545271628995-56.0.tree,OLD
842,329,347,1925,3443,828,COIL20_old/11/COIL20-0.022281024107608793-30.0.tree,OLD
264,88,83,531,966,375,COIL20_old/11/COIL20-0.019176412642521734-47.0.tree,OLD
635,247,260,1408,2550,750,COIL20_old/11/COIL20-0.03289977131306321-8.0.tree,OLD
847,329,348,1933,3457,829,COIL20_old/11/COIL20-0.021373251080557598-33.0.tree,OLD
411,165,152,864,1592,477,COIL20_old/11/COIL20-0.04194506157314237-5.0.tree,OLD
264,87,83,531,965,376,COIL20_old/11/COIL20-0.019104522971160498-48.0.tree,OLD
554,224,220,1306,2304,729,COIL20_old/11/COIL20-0.012116506911841685-74.0.tree,OLD
546,221,218,1287,2272,726,COIL20_old/11/COIL20-0.012917551605931832-70.0.tree,OLD
